GEOID,city,area_km2,total_population_clean,median_household_income_clean,poverty_rate,inequity_group
48201320201,Houston,2.15545030107686,3010,41863.0,0.4096345514950166,Low income + High poverty
48201313802,Houston,1.3106201365722983,1995,45461.0,0.34316770186335405,Low income + High poverty
48201510602,Houston,1.1961187020698774,4408,169063.0,0.04196914700544464,High income + Low poverty
48201510801,Houston,0.8718483625122979,4384,128250.0,0.027828467153284672,High income + Low poverty
48201510901,Houston,1.4088181970997073,6334,218958.0,0.014051152510262078,High income + Low poverty
48201312601,Houston,0.46119262685071577,3664,82060.0,0.2914835164835165,High income + High poverty
48201421900,Houston,1.680951477945183,2954,180200.0,0.1049424509140149,High income + Low poverty
48201422100,Houston,2.4006354943798134,5227,99199.0,0.11861488425483069,High income + Low poverty
48201422200,Houston,1.7759196433798783,5231,30518.0,0.422007722007722,Low income + High poverty
48201530600,Houston,3.093170407804319,3142,68125.0,0.24528301886792453,High income + High poverty
48201511004,Houston,1.052973275211659,1889,78295.0,0.06299629433562731,High income + Low poverty
48201221302,Houston,1.564873852880299,3307,51221.0,0.09434532809192622,Low income + Low poverty
48201311501,Houston,0.7674797143176884,2253,59875.0,0.18508655126498003,Low income + Low poverty
48201311502,Houston,1.5778874379708772,3154,50667.0,0.20862396956246038,Low income + High poverty
48201511502,Houston,1.8371679746129712,5378,202175.0,0.07698029007065824,High income + Low poverty
48201333203,Houston,1.9395629196531057,2362,38695.0,0.0947136563876652,Low income + Low poverty
48201311701,Houston,1.619767634212646,3529,63183.0,0.17226651480637814,High income + Low poverty
48201313202,Houston,1.7179486878855144,2445,83250.0,0.05063829787234043,High income + Low poverty
48201313101,Houston,0.6852491386146925,2520,99375.0,0.13244749249892843,High income + Low poverty
48201312603,Houston,1.0231305376808855,3727,75635.0,0.36973437080762006,High income + High poverty
48201251504,Houston,2.8488620452198763,5524,160326.0,0.038468791250235716,High income + Low poverty
48201423204,Houston,0.6327532527369356,4084,28960.0,0.42482859941234086,Low income + High poverty
48201454502,Houston,7.439569852383235,2158,191750.0,0.033827618164967564,High income + Low poverty
48201413100,Houston,1.448644855592914,3200,250001.0,0.02850877192982456,High income + Low poverty
48201430200,Houston,0.7077823625810685,1437,78250.0,0.036298932384341634,High income + Low poverty
48201420200,Houston,1.655485475735179,2522,64477.0,0.28707375099127674,High income + High poverty
48201430700,Houston,1.878455441789662,3878,87697.0,0.03893759669932955,High income + Low poverty
48201430800,Houston,3.3840631101190706,6846,159196.0,0.06609026963657678,High income + Low poverty
48201430900,Houston,2.848917049809098,5486,84699.0,0.054167426591282146,High income + Low poverty
48201311100,Houston,2.7721150190615234,4832,44006.0,0.191432119205298,Low income + High poverty
48201311300,Houston,1.4759087881284336,3999,65702.0,0.11227806951737934,High income + Low poverty
48201311400,Houston,2.615043084139227,1516,42417.0,0.20646437994722955,Low income + High poverty
48201530900,Houston,2.002125370142697,4467,87176.0,0.08596373404969779,High income + Low poverty
48201531100,Houston,1.6523352738002484,3387,176091.0,0.10835547682314733,High income + Low poverty
48201231100,Houston,11.18444689898082,5521,31875.0,0.408802753124434,Low income + High poverty
48201231300,Houston,4.814045405149368,5171,48560.0,0.22452136917424095,Low income + High poverty
48201231500,Houston,1.1600727696800441,3047,50319.0,0.16934689858877586,Low income + Low poverty
48201231600,Houston,1.665522168485455,3171,41760.0,0.2671081677704194,Low income + High poverty
48201340900,Houston,3.9832256509713813,4989,42523.0,0.2339146121467228,Low income + High poverty
48201230300,Houston,1.7451875979932856,2085,43519.0,0.25493025493025495,Low income + High poverty
48201423500,Houston,1.243774510608465,2010,95156.0,0.05522388059701493,High income + Low poverty
48201420100,Houston,1.1613060522615353,2843,55140.0,0.09813577207175518,Low income + Low poverty
48201310400,Houston,1.740114039654003,2922,54230.0,0.1841204654346338,Low income + Low poverty
48201320100,Houston,0.9847362338270702,2441,55893.0,0.16277162771627715,Low income + Low poverty
48201210800,Houston,3.667970062089136,2087,39153.0,0.3415578132559265,Low income + High poverty
48201210900,Houston,1.261170941356965,1857,47117.0,0.21004319654427644,Low income + High poverty
48157670102,Houston,1.2187005701533726,3348,70198.0,0.07914572864321608,High income + Low poverty
48157670602,Houston,2.7224490395767043,1894,51591.0,0.1853220696937698,Low income + Low poverty
48201210500,Houston,2.1553714169990537,4624,48837.0,0.24978373702422146,Low income + High poverty
48201221400,Houston,2.020438899873976,5588,33441.0,0.3654259126700072,Low income + High poverty
48201451401,Houston,1.0856755221224639,3352,57846.0,0.09457040572792363,Low income + Low poverty
48201212500,Houston,11.403049216679738,3495,54966.0,0.23662374821173104,Low income + High poverty
48201531300,Houston,1.5482823983442529,4848,59738.0,0.23986627664020058,Low income + High poverty
