GEOID,total_population,lst_c,hi_c,quadrant,city,lst_median_city,hi_median_city
48201333906,5719,50.84055936456898,34.175943089573586,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201423303,1191,52.280743071811635,34.19907681151132,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201541703,3361,37.43411792697664,34.20131872067585,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201330902,3131,46.686261907528305,34.189995108284705,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201411901,2173,47.28159334869741,34.171944709656074,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201330901,10543,48.47038087383372,34.18305435169938,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201330102,2435,47.91166836082656,34.189995108284705,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201251505,4197,43.84088497214936,33.932678593872126,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201540504,3201,51.41720590892371,34.058837858159514,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201421802,2270,46.77625660542218,34.189995108284705,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201454504,5407,37.342310611806255,34.20131872067585,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201423304,3486,48.84236223109255,34.19907681151132,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201331603,4975,48.09832133818182,34.18305435169938,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201451604,3568,48.15591572258549,34.20131872067585,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201334101,8807,48.4405106244204,34.189995108284705,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201241502,2281,45.912790144401235,34.06298350196785,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201521401,3673,49.543332450000015,34.075192871938214,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201530101,3174,48.15616598682721,34.06943130034954,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201541802,4088,46.78270474969239,34.20131872067585,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201522001,1748,49.34534872559369,34.075192871938214,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201452701,3839,51.596473320502774,34.32713300899536,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201522102,5542,47.40186988538464,34.075192871938214,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201220701,3088,46.28069892378379,34.06312454115072,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201430102,2774,42.930941703104885,34.19809785111112,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201320202,3290,44.41147892948243,34.175943089573586,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201320201,3010,45.313785953526995,34.179591570025146,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201313802,1995,49.65404662577606,34.18305435169938,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201510801,4384,50.77952162697736,34.19809785111112,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201510901,6334,49.97239628713438,34.19809785111112,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201312601,3664,48.019994893157914,34.171944709656074,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201421900,2954,47.03058699352994,34.189995108284705,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201422100,5227,46.84395640256589,34.189995108284705,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201422200,5231,49.40023672513654,34.19907681151132,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201530600,3142,47.69170467693961,34.06943130034954,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201511004,1889,46.27519032868392,34.19809785111112,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201221302,3307,46.03062104776028,34.06312454115072,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201311501,2253,48.28388485910413,34.179591570025146,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201311502,3154,47.780893561968945,34.179591570025146,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201511502,5378,48.32734313069769,34.06312454115072,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201333203,2362,49.71995130380533,34.175943089573586,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201311701,3529,50.09435174109559,34.18305435169938,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201313202,2445,49.02752163491905,34.171944709656074,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201313101,2520,49.96640194559107,34.171944709656074,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201312603,3727,49.27683507434264,34.171944709656074,High LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201251504,5524,44.52773701006001,33.932678593872126,Low LST + Low HI,Houston,48.352145765360696,34.182124562548104
48201423204,4084,50.021457590449074,34.19907681151132,High LST + High HI,Houston,48.352145765360696,34.182124562548104
48201454502,2158,37.53113942479804,34.18258016559219,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201413100,3200,48.27971042344086,34.189995108284705,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201430200,1437,43.173198062604435,34.19809785111112,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201420200,2522,48.0371879199856,34.189995108284705,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201430700,3878,48.17879642685421,34.182124562548104,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201430800,6846,47.58651696255718,34.182124562548104,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
48201430900,5486,44.59857073722176,34.182124562548104,Low LST + High HI,Houston,48.352145765360696,34.182124562548104
