STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,city,city_name,NAME_acs,population,poverty_universe,poverty_below,poverty_rate,acs_year,state,county,tract,tract_area_km2
12,086,002100,12086002100,1400000US12086002100,21,Census Tract 21,G5020,S,1928685,5195604,+25.8109004,-080.1669444,miami,Miami,,,,,,,,,,7.11979805992086
12,086,002201,12086002201,1400000US12086002201,22.01,Census Tract 22.01,G5020,S,986830,0,+25.8190749,-080.1923875,miami,Miami,,,,,,,,,,0.9862022009890076
12,086,002202,12086002202,1400000US12086002202,22.02,Census Tract 22.02,G5020,S,1607836,4067,+25.8181919,-080.2007341,miami,Miami,,,,,,,,,,1.6108689977606303
12,086,002300,12086002300,1400000US12086002300,23,Census Tract 23,G5020,S,1715114,0,+25.8167672,-080.2152082,miami,Miami,,,,,,,,,,1.7140101087021122
12,086,002702,12086002702,1400000US12086002702,27.02,Census Tract 27.02,G5020,S,1009723,0,+25.7978735,-080.1915470,miami,Miami,,,,,,,,,,1.0090809054703995
12,086,002800,12086002800,1400000US12086002800,28,Census Tract 28,G5020,S,889178,0,+25.7996719,-080.1991100,miami,Miami,,,,,,,,,,0.8886071643726362
12,086,002900,12086002900,1400000US12086002900,29,Census Tract 29,G5020,S,1427840,0,+25.7987636,-080.2147179,miami,Miami,,,,,,,,,,1.4269213699971695
12,086,003001,12086003001,1400000US12086003001,30.01,Census Tract 30.01,G5020,S,1259645,41882,+25.7883526,-080.2104910,miami,Miami,,,,,,,,,,1.300684852619778
12,086,003004,12086003004,1400000US12086003004,30.04,Census Tract 30.04,G5020,S,935493,40809,+25.7897979,-080.2184980,miami,Miami,,,,,,,,,,0.975665995260391
12,086,002600,12086002600,1400000US12086002600,26,Census Tract 26,G5020,S,1370937,0,+25.8073935,-080.1990727,miami,Miami,,,,,,,,,,1.3700576247774268
12,086,003100,12086003100,1400000US12086003100,31,Census Tract 31,G5020,S,1081600,12600,+25.7924138,-080.2015118,miami,Miami,,,,,,,,,,1.0934976456787748
12,086,003400,12086003400,1400000US12086003400,34,Census Tract 34,G5020,S,854078,0,+25.7839322,-080.2005442,miami,Miami,,,,,,,,,,0.8535353038191732
12,086,005002,12086005002,1400000US12086005002,50.02,Census Tract 50.02,G5020,S,1055811,12486,+25.7820171,-080.2478764,miami,Miami,,,,,,,,,,1.0675909720870813
12,086,005600,12086005600,1400000US12086005600,56,Census Tract 56,G5020,S,1313019,0,+25.7680433,-080.2634738,miami,Miami,,,,,,,,,,1.312148152322238
12,086,005701,12086005701,1400000US12086005701,57.01,Census Tract 57.01,G5020,S,1359200,67406,+25.7732667,-080.2967531,miami,Miami,,,,,,,,,,1.4256479684463808
12,086,005202,12086005202,1400000US12086005202,52.02,Census Tract 52.02,G5020,S,482216,13473,+25.7770397,-080.2105202,miami,Miami,,,,,,,,,,0.4953669088306575
12,086,006302,12086006302,1400000US12086006302,63.02,Census Tract 63.02,G5020,S,1385212,0,+25.7539424,-080.2463592,miami,Miami,,,,,,,,,,1.3843038242077328
12,086,006401,12086006401,1400000US12086006401,64.01,Census Tract 64.01,G5020,S,666538,0,+25.7616243,-080.2346304,miami,Miami,,,,,,,,,,0.6661019296494074
12,086,006403,12086006403,1400000US12086006403,64.03,Census Tract 64.03,G5020,S,707633,0,+25.7618168,-080.2183160,miami,Miami,,,,,,,,,,0.7071731856722127
12,086,007200,12086007200,1400000US12086007200,72,Census Tract 72,G5020,S,910919,0,+25.7268017,-080.2536245,miami,Miami,,,,,,,,,,0.9103183210976993
12,086,001302,12086001302,1400000US12086001302,13.02,Census Tract 13.02,G5020,S,1674680,1980103,+25.8403371,-080.1766328,miami,Miami,,,,,,,,,,3.6524754028903605
12,086,001802,12086001802,1400000US12086001802,18.02,Census Tract 18.02,G5020,S,1099939,0,+25.8182196,-080.2283622,miami,Miami,,,,,,,,,,1.0992216274778654
