city,GEOID,lst_c,hi_c,hi_minus_lst,lst_hot_q75,hi_hot_q75,mismatch_class,priority_flag
houston,48201333301,48.64100738187357,34.175943089573586,-14.465064292299985,False,False,Neither hotspot,False
houston,48201421103,51.467679891949274,34.19809785111112,-17.269582040838152,True,True,Both LST and HI hotspot,False
houston,48201530102,49.71050075745245,34.06943130034954,-15.641069457102908,True,False,LST-only hotspot,False
houston,48201410601,50.35700655695354,34.171944709656074,-16.18506184729747,True,False,LST-only hotspot,False
houston,48201511201,47.381077528086834,34.19809785111112,-13.182979676975712,False,True,HI-only hotspot,True
houston,48201340101,45.251581511783996,34.30535637413309,-10.946225137650906,False,True,HI-only hotspot,True
houston,48201241501,42.233850786956395,34.05147464896733,-8.182376137989067,False,False,Neither hotspot,True
houston,48201340502,48.406321970906575,34.30535637413309,-14.100965596773484,False,True,HI-only hotspot,True
houston,48201340102,47.12463191868173,34.226995627049156,-12.897636291632573,False,True,HI-only hotspot,True
houston,48201451302,47.61290413548274,34.182124562548104,-13.430779572934632,False,False,Neither hotspot,False
houston,48201451903,49.28753776542162,34.20131872067585,-15.086219044745768,False,True,HI-only hotspot,True
houston,48201452001,50.76100252040627,34.20131872067585,-16.559683799730422,True,True,Both LST and HI hotspot,False
houston,48201313000,48.51197691121854,34.171944709656074,-14.340032201562465,False,False,Neither hotspot,False
houston,48201452101,48.05564952409361,34.182124562548104,-13.873524961545506,False,False,Neither hotspot,False
houston,48201310102,48.182199771919365,34.171944709656074,-14.01025506226329,False,False,Neither hotspot,False
houston,48157670400,47.48935302032117,34.194535959898005,-13.294817060423163,False,False,Neither hotspot,False
houston,48157670300,45.325010633864636,34.18124884321141,-11.14376179065323,False,False,Neither hotspot,True
houston,48201511302,48.43339077961879,34.171944709656074,-14.261446069962716,False,False,Neither hotspot,False
houston,48201520601,50.61876663236508,34.06943130034954,-16.549335332015538,True,False,LST-only hotspot,False
houston,48201212300,49.75114097507984,34.171944709656074,-15.579196265423768,True,False,LST-only hotspot,False
houston,48201212400,49.76938219957131,34.179591570025146,-15.589790629546165,True,False,LST-only hotspot,False
houston,48201521000,48.37346332513683,34.182124562548104,-14.191338762588728,False,False,Neither hotspot,False
houston,48201521300,48.0543280252965,34.075192871938214,-13.979135153358285,False,False,Neither hotspot,False
houston,48201521600,49.14527299879748,34.075192871938214,-15.070080126859267,False,False,Neither hotspot,False
houston,48201210600,48.160719962912836,34.06312454115072,-14.097595421762115,False,False,Neither hotspot,False
houston,48201210700,47.917664649650284,34.06312454115072,-13.854540108499563,False,False,Neither hotspot,False
houston,48201420400,46.04412664827702,34.189995108284705,-11.854131539992316,False,False,Neither hotspot,True
houston,48201511100,49.07420478332728,34.06943130034954,-15.00477348297774,False,False,Neither hotspot,False
houston,48201540200,49.849627545629346,34.075192871938214,-15.774434673691133,True,False,LST-only hotspot,False
houston,48201321302,49.26064506259906,34.175943089573586,-15.084701973025474,False,False,Neither hotspot,False
houston,48201222505,49.19495630341727,34.04803864274797,-15.146917660669303,False,False,Neither hotspot,False
houston,48201333802,47.638567620657525,34.175943089573586,-13.46262453108394,False,False,Neither hotspot,False
houston,48201542305,50.56563089591627,34.06800545457297,-16.497625441343303,True,False,LST-only hotspot,False
houston,48201421501,50.31469454998292,34.19809785111112,-16.116596698871795,True,True,Both LST and HI hotspot,False
houston,48201423002,44.47608500803109,34.19907681151132,-10.277008196519773,False,True,HI-only hotspot,True
houston,48201453603,49.147092475531196,34.19907681151132,-14.948015664019877,False,True,HI-only hotspot,True
houston,48201522101,48.46107764261588,34.075192871938214,-14.385884770677663,False,False,Neither hotspot,False
houston,48201350201,48.12873261547729,34.184396149132105,-13.944336466345185,False,False,Neither hotspot,False
houston,48201321101,48.35790518942137,34.175586701399475,-14.182318488021899,False,False,Neither hotspot,False
houston,48201453405,51.35931601828194,34.19907681151132,-17.16023920677062,True,True,Both LST and HI hotspot,False
houston,48201453404,49.9979313656487,34.19907681151132,-15.798854554137378,True,True,Both LST and HI hotspot,False
houston,48201453702,51.70949412952635,34.26310491025334,-17.44638921927301,True,True,Both LST and HI hotspot,False
houston,48201453604,50.56846231442973,34.19907681151132,-16.369385502918412,True,True,Both LST and HI hotspot,False
houston,48201433601,51.53215450708257,34.19907681151132,-17.333077695571255,True,True,Both LST and HI hotspot,False
houston,48201432805,51.35857916922416,34.182124562548104,-17.176454606676053,True,False,LST-only hotspot,False
