city,i,j,class_i,class_j,pair_label,same_class
houston,276,410,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,277,359,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,277,358,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,278,368,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,278,367,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,279,330,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,279,417,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,279,462,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,279,433,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,279,440,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,280,487,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,280,470,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,280,443,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,280,288,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,280,471,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,280,403,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,280,485,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,280,486,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,280,363,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,281,345,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,281,282,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,283,373,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,283,461,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,283,533,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,284,349,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,284,532,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,287,402,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,287,318,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,287,360,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,289,291,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,289,477,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,289,290,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,289,295,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,289,444,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,290,291,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,290,477,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,291,477,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,292,296,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,292,452,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,292,523,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,292,293,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,292,297,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,293,296,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,293,523,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,294,295,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,294,445,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,294,446,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,294,444,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,295,296,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,295,332,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,295,445,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,295,444,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,296,297,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,296,332,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,297,332,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,298,302,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,298,299,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,298,392,HI-only hotspot,LST-only hotspot,HI-only | LST-only,False
houston,298,459,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,299,302,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,299,301,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,299,507,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,299,391,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,299,392,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,300,503,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,300,515,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,300,519,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,300,521,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,300,449,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,300,524,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,300,301,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,300,504,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,300,448,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,300,507,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,301,449,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,301,502,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,301,352,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,301,524,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,301,302,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,302,502,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,302,352,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,303,317,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,303,355,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,303,304,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,303,335,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,304,317,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,304,355,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,304,335,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,305,444,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,306,377,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,306,307,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,306,387,HI-only hotspot,LST-only hotspot,HI-only | LST-only,False
houston,306,542,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,307,377,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,307,390,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,308,325,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,309,311,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,309,320,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,309,310,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,309,314,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,309,538,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,310,311,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,310,316,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,310,538,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,311,476,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,311,320,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,312,314,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,312,313,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,313,314,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,313,347,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,314,320,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,314,479,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,315,429,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,315,476,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,316,424,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,316,538,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,317,355,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,318,402,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,318,360,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,319,510,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,319,513,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,320,480,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,320,479,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,321,378,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,321,384,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,321,395,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,321,493,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,322,378,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,322,397,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,322,466,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,323,542,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,324,325,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,324,546,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,324,369,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,325,546,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,326,331,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,327,328,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,327,490,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,328,329,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,328,490,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,329,330,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,330,440,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,331,516,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,331,363,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,333,497,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,333,426,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,334,335,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,335,436,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,336,387,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,336,337,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
houston,336,548,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
houston,337,460,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,338,344,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,338,548,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,339,472,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,340,396,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,341,365,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,341,364,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,342,343,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,343,463,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,343,413,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,344,376,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,345,370,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,346,436,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,347,370,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,348,351,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,348,442,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,348,441,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,349,532,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,350,489,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,350,408,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,350,404,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,351,441,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,351,496,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,351,381,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,352,425,Neither hotspot,HI-only hotspot,HI-only | Neither,False
houston,352,451,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,352,502,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,353,505,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,353,450,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,354,450,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,354,415,Both LST and HI hotspot,LST-only hotspot,Both | LST-only,False
houston,354,425,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,354,506,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,354,451,Both LST and HI hotspot,LST-only hotspot,Both | LST-only,False
houston,356,466,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,356,519,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,356,521,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,356,415,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,356,449,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,356,451,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,357,401,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,357,405,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,357,470,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,358,359,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,361,491,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,361,365,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,362,511,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,362,470,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,362,481,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,362,488,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,362,402,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,363,471,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,363,516,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,363,486,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,363,399,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,363,484,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,367,368,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,369,546,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,371,458,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,371,527,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,372,501,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,374,535,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,376,460,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,378,382,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,378,385,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,378,397,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,378,395,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,380,496,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,381,441,Neither hotspot,HI-only hotspot,HI-only | Neither,False
houston,381,496,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,381,501,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,382,383,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,382,385,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,383,385,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,384,494,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,384,493,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,386,416,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,387,389,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,388,394,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,388,390,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,390,394,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,391,392,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,392,459,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,392,527,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,393,522,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,393,396,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,393,517,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,395,397,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,396,506,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,397,466,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
houston,398,544,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,398,435,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,399,470,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,399,486,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,399,484,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,399,481,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,401,405,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,401,470,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,402,512,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,403,540,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,403,487,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,404,489,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,404,408,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,404,483,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,404,406,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,404,539,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,405,436,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,405,511,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,405,470,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,405,513,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,406,489,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,407,518,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,408,483,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,408,539,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,412,545,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
houston,412,541,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,414,518,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,414,520,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,414,503,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,415,450,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,415,425,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
houston,415,451,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,416,472,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,417,418,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,417,462,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,418,462,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,419,434,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,419,544,Neither hotspot,HI-only hotspot,HI-only | Neither,False
houston,419,435,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,421,422,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,423,426,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,423,438,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,425,506,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,425,451,HI-only hotspot,LST-only hotspot,HI-only | LST-only,False
houston,427,429,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,428,482,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,430,438,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
houston,430,431,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
houston,431,538,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
houston,433,462,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,433,440,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,433,439,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,434,544,Neither hotspot,HI-only hotspot,HI-only | Neither,False
houston,435,544,Neither hotspot,HI-only hotspot,HI-only | Neither,False
houston,437,512,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,439,529,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,439,530,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,440,462,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,441,442,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,444,445,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,444,446,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,445,446,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,446,447,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,448,524,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,448,504,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,448,507,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,449,521,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,449,502,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,449,524,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,451,502,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,453,456,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,453,455,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,453,457,LST-only hotspot,Neither hotspot,LST-only | Neither,False
houston,454,523,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,455,525,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,455,457,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,455,474,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,457,544,Neither hotspot,HI-only hotspot,HI-only | Neither,False
houston,458,527,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,459,527,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,461,533,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,464,534,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,465,484,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,465,469,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,466,518,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,468,514,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,468,540,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,469,484,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,469,488,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,470,486,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,470,481,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,471,516,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,474,525,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,474,526,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,475,526,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,476,480,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,478,480,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,478,479,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,479,480,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,481,484,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,481,488,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,483,539,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,484,488,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,485,486,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,487,540,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,492,514,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,492,540,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,493,494,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
houston,493,505,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,494,505,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,497,520,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,497,504,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,498,500,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,498,499,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,499,500,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,503,518,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,503,520,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,503,515,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,503,504,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,504,520,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,504,515,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,504,507,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,508,534,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,508,509,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,510,513,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,511,513,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,514,540,Neither hotspot,LST-only hotspot,LST-only | Neither,False
houston,515,518,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,515,519,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,517,522,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
houston,517,527,HI-only hotspot,Neither hotspot,HI-only | Neither,False
houston,519,521,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
houston,525,526,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,527,531,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,528,532,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,529,530,Neither hotspot,Neither hotspot,Neither | Neither,True
houston,541,545,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
houston,541,543,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
houston,546,547,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,0,186,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,0,253,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,0,105,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,0,63,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,0,61,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,0,185,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,0,60,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,0,183,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
phoenix,1,14,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,1,155,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
phoenix,1,134,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
phoenix,1,153,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
phoenix,1,203,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
phoenix,2,277,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,2,90,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,2,121,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,2,311,Neither hotspot,Neither hotspot,Neither | Neither,True
phoenix,2,118,Neither hotspot,LST-only hotspot,LST-only | Neither,False
