city,i,j,class_i,class_j,pair_label,same_class
las_vegas,27,122,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,27,194,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,27,432,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,27,199,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,27,200,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,27,436,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,27,268,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,28,279,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,28,65,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,28,437,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,28,67,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,28,385,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,29,339,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,29,137,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,30,99,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,30,446,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,30,260,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,30,304,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,30,183,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,31,445,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,31,306,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,31,279,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,31,308,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,31,105,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,31,437,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,31,248,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,31,122,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,32,410,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,32,166,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
